epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,511.221,6.3305,2.7244,3.7375,0.00203,0.07824,0.00121,0.00037,10.5653,inf,6.84315,0.0671163,3.29167e-05,3.29167e-05
2,1014.95,3.80631,1.99222,2.40478,0.00127,0.07027,0.0009,0.00028,8.04779,inf,5.03009,0.0338149,6.49382e-05,6.49382e-05
3,1517.48,3.44459,1.98765,2.24057,0.0016,0.171,0.00231,0.00086,7.36874,inf,4.79064,0.000512307,9.56398e-05,9.56398e-05
4,2010.84,3.22991,1.98666,2.13115,0.00203,0.16887,0.00279,0.00112,8.09713,inf,5.30412,9.406e-05,9.406e-05,9.406e-05
5,2522.62,3.09199,1.98614,2.06908,0.00204,0.16441,0.00306,0.00157,7.75937,inf,5.01345,9.208e-05,9.208e-05,9.208e-05
6,3031.21,3.02684,1.9858,2.03091,0.00198,0.17052,0.00143,0.00048,7.30306,inf,4.87677,9.01e-05,9.01e-05,9.01e-05
