epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,361.437,7.10205,1238.04,4.18773,0,0,0,0,11.8967,806.111,8.44587,0.0674125,0.000329167,0.000329167
2,684.094,3.68782,493.445,2.37505,8e-05,0.00847,4e-05,1e-05,7.39319,542.619,5.30868,0.0344116,0.000661563,0.000661563
3,1001.09,3.23808,445.159,2.19447,0.00019,0.02761,0.0001,2e-05,8.32603,578.966,6.74017,0.00140968,0.000993017,0.000993017
4,1322.72,3.04886,431.892,2.10369,0.00122,0.04664,0.00066,0.0002,7.52586,562.426,5.36324,0.000995757,0.000995757,0.000995757
5,1638.8,2.93649,423.508,2.04794,0.00104,0.09165,0.00093,0.00027,7.2189,529.526,5.47724,0.000994343,0.000994343,0.000994343
6,1956.05,2.86656,418.211,2.00648,0.00228,0.10696,0.00176,0.00048,6.72123,494.909,4.78368,0.000992929,0.000992929,0.000992929
7,2273.06,2.81875,410.324,1.97979,0.00126,0.1084,0.00114,0.00036,7.45939,558.836,5.30096,0.000991514,0.000991514,0.000991514
8,2608.17,2.77363,406.111,1.95675,0.00109,0.05805,0.00151,0.0006,6.99783,521.148,5.04362,0.0009901,0.0009901,0.0009901
9,2921.23,2.76465,410.289,1.94875,0.00038,0.0333,0.00091,0.00023,7.04137,542.623,5.15198,0.000988686,0.000988686,0.000988686
