epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,57.0137,2.00213,1.69677,1.32965,0.54558,0.04919,0.10269,0.0291,2.7526,3.70026,2.08578,0.0675375,0.0006625,0.0006625
2,104.259,1.93662,0.97288,1.34173,0.06583,0.07728,0.02836,0.0084,2.66954,7.08863,2.01553,0.0348708,0.00132909,0.00132909
3,151.345,1.93138,0.93183,1.3474,0.59135,0.08908,0.03158,0.01247,2.36254,7.45893,1.87324,0.00220368,0.00199535,0.00199535
4,198.638,1.9185,0.91893,1.34227,0.33307,0.09028,0.05203,0.0125,2.60564,4.42377,2.02951,0.0019989,0.0019989,0.0019989
5,245.007,1.90873,0.89426,1.33445,0.59629,0.05251,0.03938,0.01097,2.74532,3.5652,2.08802,0.00199805,0.00199805,0.00199805
